2	4694
3	0
4	0
5	0
6	0
7	1
8	1
9	1
10	2
11	3
12	3
13	3
14	5
15	5
16	7
17	7
18	9
19	10
20	11
21	7
22	11
23	9
24	11
25	12
26	14
27	26
28	28
29	31
30	36
31	41
32	49
33	53
34	57
35	54
36	58
37	62
38	68
39	74
40	169
41	67
42	78
43	68
44	73
45	88
46	82
47	88
48	108
49	100
50	121
51	115
52	135
53	144
54	200
55	243
56	217
57	466
58	251
59	260
60	271
61	197
62	267
63	226
64	330
65	264
66	471
67	291
68	462
69	525
70	348
71	347
72	391
73	381
74	411
75	528
76	536
77	620
78	470
79	618
80	550
81	504
82	550
83	667
84	593
85	724
86	749
87	660
88	719
89	706
90	795
91	840
92	795
93	822
94	952
95	843
96	1030
97	924
98	957
99	1367
100	1270
101	1474
102	1123
103	1083
104	1278
105	1218
106	1231
107	1475
108	1606
109	1308
110	1481
111	1468
112	1794
113	1680
114	1555
115	2348
116	2221
117	2164
118	2992
119	7198
120	6391
121	4291
122	4706
123	2822
124	3846
125	2781
126	4965
127	3242
128	3870
129	3318
130	4568
131	3385
132	52867
133	6920
134	3450
135	4086
136	4235
137	4466
138	7338
139	3489
140	5019
141	4321
142	3094
143	3575
144	3880
145	3958
146	3552
147	3570
148	4036
149	4280
150	5112
151	4717
152	6193
153	5283
154	5497
155	5570
156	5802
157	5966
158	11712
159	6649
160	8748
161	8123
162	6805
163	6645
164	9423
165	6721
166	7784
167	7204
168	9936
169	18415
170	17760
171	14780
172	22189
173	12431
174	12083
175	7828
176	10248
177	7521
178	7913
179	9571
180	7669
181	6848
182	7930
183	8660
184	8424
185	8790
186	10029
187	9762
188	11458
189	9614
190	10982
191	10753
192	16431
193	12437
194	21237
195	17659
196	13273
197	27157
198	31518
199	24275
200	13237
201	26628
202	18127
203	14555
204	14920
205	16107
206	13359
207	14418
208	14526
209	14672
210	11988
211	12400
212	12928
213	21580
214	14656
215	15001
216	15274
217	14847
218	16286
219	13951
220	16301
221	14307
222	19310
223	16129
224	20325
225	15249
226	18231
227	16039
228	16695
229	17551
230	21204
231	16220
232	17622
233	17228
234	18328
235	18101
236	17229
237	16795
238	16231
239	19166
240	17306
241	17714
242	17590
243	17842
244	17746
245	18611
246	18986
247	18851
248	18733
249	19354
250	19151
251	19114
252	19670
253	19631
254	19307
255	20099
256	38157
257	21750
258	20438
259	22665
260	22991
261	21287
262	21303
263	21712
264	26652
265	24639
266	23547
267	23483
268	23118
269	23818
270	23649
271	24011
272	29020
273	27509
274	25428
275	25058
276	25721
277	25900
278	26160
279	26930
280	27110
281	27108
282	27568
283	27506
284	28660
285	27047
286	29394
287	35814
288	43689
289	37284
290	30143
291	31478
292	30485
293	29519
294	29929
295	30723
296	32039
297	32416
298	32564
299	32655
300	34337
301	35300
302	34800
303	34570
304	49979
305	39205
306	40966
307	49832
308	41915
309	46770
310	37480
311	48424
312	42470
313	39917
314	42123
315	47830
316	43990
317	44446
318	41095
319	42628
320	52463
321	41195
322	53196
323	41866
324	59979
325	53532
326	89580
327	56599
328	54996
329	50716
330	62632
331	74893
332	53044
333	64282
334	69920
335	54575
336	63566
337	67748
338	67514
339	82020
340	72691
341	153515
342	58308
343	55240
344	52434
345	69532
346	76225
347	317873
348	122881
349	93789
350	198009
351	108948
352	131970
353	77495
354	78234
355	84709
356	93605
357	96165
358	79317
359	89971
360	88868
361	104804
362	80002
363	68875
364	86572
365	76974
366	84796
367	100045
368	165861
369	101718
370	120486
371	86710
372	94704
373	94415
374	90448
375	84899
376	78007
377	77552
378	84314
379	99628
380	83605
381	107035
382	83117
383	84178
384	150976
385	82546
386	95285
387	119625
388	111464
389	104265
390	120439
391	123903
392	98644
393	92406
394	104887
395	149720
396	125407
397	113813
398	94749
399	95663
400	104907
401	99618
402	115052
403	125615
404	103643
405	105013
406	114395
407	94200
408	82145
409	87976
410	89135
411	92681
412	85573
413	119333
414	92917
415	87722
416	104296
417	94923
418	87626
419	92669
420	100657
421	108507
422	98000
423	95272
424	101431
425	93236
426	96847
427	99858
428	95387
429	97177
430	97371
431	104953
432	125828
433	110305
434	100988
435	103848
436	99584
437	103344
438	100562
439	102092
440	104682
441	105143
442	102289
443	108578
444	110863
445	107933
446	105433
447	109321
448	133854
449	113285
450	123176
451	110787
452	124717
453	114227
454	119035
455	123186
456	123447
457	119099
458	121839
459	125583
460	120890
461	131013
462	133342
463	122166
464	151895
465	133263
466	124805
467	125030
468	129713
469	136073
470	132943
471	137692
472	136373
473	134053
474	134606
475	134394
476	141311
477	141635
478	147072
479	142762
480	166464
481	147898
482	153288
483	164948
484	150212
485	189787
486	171978
487	150991
488	158823
489	168174
490	163279
491	182047
492	216412
493	196029
494	166268
495	194425
496	187001
497	180205
498	171431
499	183262
500	180141
501	178473
502	216174
503	202006
504	204933
505	188081
506	206480
507	189533
508	181226
509	174653
510	176933
511	168260
512	365861
513	231192
514	203643
515	232623
516	255488
517	283120
518	313753
519	371792
520	357774
521	386438
522	417127
523	427280
524	437933
525	556633
526	503746
527	561000
528	502778
529	544171
530	559034
531	595569
532	610452
533	610353
534	643129
535	706279
536	667277
537	731660
538	670164
539	789978
540	738764
541	724905
542	727794
543	746434
544	726246
545	845017
546	906413
547	850842
548	835315
549	837544
550	857489
551	951356
552	864662
553	1059225
554	890976
555	882178
556	898996
557	1059172
558	931043
559	971381
560	1518438
561	1031182
562	1057602
563	1194720
564	1564247
565	1580967
566	1038463
567	1064307
568	1010125
569	1058405
570	1552370
571	1050315
572	1033022
573	1065719
574	1038560
575	1634659
576	1057014
577	1101390
578	1141874
579	1105552
580	1825641
581	1109152
582	1138473
583	1164962
584	1146153
585	1740242
586	1228381
587	1342959
588	1318578
589	1304203
590	1392595
591	1331580
592	1293532
593	1575098
594	1428709
595	1450329
596	2017185
597	1616324
598	1377767
599	1634709
600	1598657
601	2013046
602	1738375
603	1592536
604	1807350
605	1507244
606	2190413
607	2079784
608	1633804
609	1594365
610	1614847
611	1486842
612	1443470
613	1447435
614	1534694
615	1629138
616	1654511
617	1636640
618	1770177
619	1661764
620	1838627
621	1689551
622	2232352
623	2429515
624	2459930
625	2088204
626	1675146
627	1655454
628	1654625
629	1998864
630	2261360
631	1906334
632	1779282
633	1731469
634	1848630
635	1981508
636	2215870
637	2032826
638	2105530
639	1942969
640	2045260
641	1971682
642	1850864
643	1880879
644	2090056
645	2128849
646	1960826
647	2188105
648	2238521
649	2386951
650	2114119
651	1726319
652	1909035
653	2078939
654	2216957
655	2030038
656	1945509
657	2517309
658	2522713
659	2792441
660	2748749
661	2728451
662	2918383
663	2616106
664	2745267
665	2828922
666	2971900
667	2831702
668	2756399
669	2770536
670	2796093
671	2488990
672	2225033
673	3019715
674	2919985
675	2762386
676	2394069
677	2978021
678	2749652
679	2371575
680	3048675
681	2961567
682	2433148
683	2525592
684	3006930
685	2728873
686	2854346
687	2845187
688	3301933
689	3332468
690	3104515
691	3581450
692	3156161
693	3195738
694	3373918
695	3428906
696	3254693
697	3828985
698	3943026
699	3914667
700	3898200
701	2571368
702	3238031
703	3473775
704	3522967
705	3267982
706	3301240
707	3508124
708	3493997
709	3529655
710	3501919
711	3595089
712	3549518
713	3538169
714	4580122
715	4796993
716	3077468
717	3880119
718	4273133
719	4533337
720	5046740
721	4544893
722	4058416
723	3747872
724	3125816
725	3619701
726	3708968
727	3831825
728	3481883
729	3795639
730	3782364
731	3846032
732	3360072
733	3764360
734	4553869
735	3832644
736	3456105
737	3378852
738	3787129
739	4026088
740	3972100
741	3977405
742	4030484
743	3812481
744	3695424
745	3815825
746	4524646
747	4001608
748	4409081
749	3975321
750	5280325
751	5120969
752	4795773
753	4369026
754	4500727
755	4256350
756	5420564
757	5403864
758	5324352
759	4784235
