1000	0
2000	0
3000	3
4000	4
5000	9
6000	11
7000	13
8000	14
9000	18
10000	23
11000	28
12000	32
13000	39
14000	47
15000	53
16000	57
17000	66
18000	74
19000	85
20000	92
21000	100
22000	114
23000	120
24000	140
25000	154
26000	152
27000	166
28000	181
29000	198
30000	210
31000	219
32000	233
33000	250
34000	266
35000	293
36000	301
37000	318
38000	331
39000	364
40000	369
41000	394
42000	418
43000	436
44000	474
45000	503
46000	494
47000	518
48000	546
49000	558
50000	577
51000	607
52000	629
53000	660
54000	671
55000	698
56000	720
57000	752
58000	774
59000	810
60000	822
61000	866
62000	893
63000	912
64000	944
65000	981
66000	1090
67000	1064
68000	1083
69000	1138
70000	1212
71000	1198
72000	1210
73000	1219
74000	1266
75000	1302
76000	1341
77000	1368
78000	1413
79000	1449
80000	1485
81000	1518
82000	1558
83000	1836
84000	1733
85000	1672
86000	1712
87000	1759
88000	1809
89000	1826
90000	1865
91000	1921
92000	1949
93000	2001
94000	2175
95000	2168
96000	2214
97000	2204
98000	2200
99000	2269
100000	2306
101000	2356
102000	2406
103000	2524
104000	2727
105000	2574
106000	2607
107000	2643
108000	2712
109000	2802
110000	2909
111000	2883
112000	2940
113000	2962
114000	3040
115000	3477
116000	4508
117000	3714
118000	3568
119000	3263
120000	3583
121000	3480
122000	3466
123000	3636
124000	4070
125000	3858
126000	3752
127000	4028
128000	4229
129000	3878
130000	5534
131000	5067
132000	4427
133000	5179
134000	5442
135000	4312
136000	5043
137000	4095
138000	4762
139000	4706
140000	4455
141000	4521
142000	4747
143000	4839
144000	4916
145000	5097
146000	4910
147000	5041
148000	4978
149000	5044
150000	5135
151000	5142
152000	5226
153000	5341
154000	5360
155000	5674
156000	5464
157000	5455
158000	5444
159000	5664
160000	5719
161000	5778
162000	6063
163000	5909
164000	5921
165000	6129
166000	6940
167000	8267
168000	7058
169000	7055
170000	7473
171000	7003
172000	7034
173000	7126
174000	7370
175000	7466
176000	7380
177000	7418
178000	7939
179000	8089
180000	7826
181000	7790
182000	8195
183000	8387
184000	8196
185000	8184
186000	8115
187000	8192
188000	8285
189000	8889
190000	8540
191000	8655
192000	10454
193000	8923
194000	9190
195000	9073
