1000	21
2000	75
3000	173
4000	301
5000	532
6000	808
7000	1028
8000	1200
9000	1533
10000	1870
11000	2286
12000	2687
13000	3285
14000	3718
15000	4346
16000	4999
17000	5560
18000	6196
19000	7147
20000	7727
21000	9013
22000	9248
23000	10563
24000	11161
25000	12312
26000	13036
27000	13831
28000	14720
29000	18015
30000	19913
31000	18899
32000	19847
33000	20906
34000	22256
35000	23467
36000	24311
37000	26299
38000	27344
39000	28857
40000	30890
41000	32051
42000	35759
43000	37775
44000	35125
45000	38174
