2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	1
12	1
13	2
14	3
15	4
16	5
17	4
18	5
19	10
20	13
21	15
22	17
23	17
24	20
25	22
26	25
27	29
28	34
29	22
30	25
31	31
32	35
33	34
34	97
35	38
36	42
37	46
38	50
39	60
40	72
41	68
42	92
43	72
44	78
45	91
46	89
47	94
48	161
49	1487
50	180
51	659
52	129
53	148
54	342
55	152
56	1289
57	1524
58	2763
59	320
60	338
61	332
62	327
63	667
64	462
65	682
66	452
67	596
68	1567
69	558
70	372
71	587
72	583
73	26065
74	977
75	1883
76	1440
77	1004
78	15345
79	3626
80	808
81	699
82	786
83	623
84	2010
85	939
86	5546
87	710
88	804
89	807
90	799
91	815
92	991
93	1009
94	1008
95	1067
96	1013
97	999
98	1019
99	973
100	1430
101	1369
102	1625
103	1216
104	1223
105	1179
106	2249
107	1484
108	1425
109	1428
110	1478
111	1522
112	1554
113	2402
114	1837
115	1661
116	4651
117	1906
118	1881
119	2180
120	1945
121	3068
122	2078
123	2037
124	2763
125	2399
126	2346
127	2275
128	3750
129	4168
130	2498
131	3324
132	2972
133	3725
134	3858
135	3732
136	4545
137	4012
138	4536
139	3192
140	8073
141	8700
142	4623
143	4799
144	11442
145	5712
146	5425
147	5132
148	4355
149	5503
150	4119
151	6602
152	8720
153	6267
154	8564
155	6246
156	4606
157	5549
158	4476
159	5243
160	5164
161	9126
162	7937
163	7487
164	5387
165	7950
166	5576
167	7549
168	7251
169	5965
170	7236
171	10280
172	8278
173	13025
174	7779
175	12510
176	9842
177	12511
178	19564
179	8615
180	14768
181	9321
182	12933
183	9366
184	9605
185	14879
186	11631
187	11650
188	10869
189	13827
190	11255
191	17517
192	12588
193	14307
194	25846
195	14947
196	16720
197	34926
198	22319
199	23943
200	16760
201	14129
202	10383
203	14092
204	12536
205	15749
206	12915
207	11241
208	11306
209	13130
210	13596
211	15374
212	16686
213	20333
214	15805
215	16641
216	14054
217	13064
218	15989
219	18996
220	23841
221	52078
222	34811
223	37460
224	46124
225	30478
226	34026
227	26343
228	32546
229	24193
230	23055
231	30828
232	24030
233	27958
234	37946
235	31867
236	31934
237	43862
238	28391
239	37324
240	33059
241	27619
242	19458
243	22942
244	20184
245	21329
246	19733
247	19372
248	22126
249	19906
250	19436
251	25122
252	19350
253	21873
254	23360
255	21906
256	39047
257	26298
258	24400
259	23601
260	21419
261	24291
262	25302
263	29618
264	24415
265	24293
266	27081
267	29164
268	28453
269	25239
270	24205
271	32234
272	28020
273	36334
274	34447
275	26007
276	27881
277	36327
278	33740
279	33833
280	36821
281	50004
282	33634
283	33439
284	36050
285	38659
286	35187
287	38241
288	39382
289	42575
290	41926
291	49649
292	41172
293	47932
294	41991
295	44639
296	40630
297	43737
298	38793
299	35150
300	44645
301	38837
302	35210
303	36397
304	40984
305	37057
306	45006
307	44781
308	45538
309	45624
310	43053
311	42994
312	41994
313	39173
314	41190
315	43806
316	41593
317	43778
318	78901
319	93849
320	93826
321	62889
322	71178
323	55106
324	69527
325	56441
326	58048
327	57261
328	54279
329	95996
330	64798
331	59282
332	45853
333	50779
334	53748
335	52019
336	58513
337	56255
338	50855
339	53843
340	53445
341	57127
342	52742
343	51648
344	58235
345	55525
346	59794
347	58779
348	60707
349	65330
350	60495
351	65220
352	65171
353	65212
354	61898
355	67813
356	60969
357	69561
358	65541
359	65375
360	66583
361	67458
362	73557
363	67474
364	73563
365	86264
366	77764
367	75410
368	76892
369	75257
370	72083
371	74125
372	70949
373	70238
374	74764
375	74611
376	73527
377	78966
378	84623
379	77407
380	73962
381	79270
382	76074
383	82172
384	110952
385	80411
386	75087
387	88321
388	82606
389	81495
390	83464
391	89614
392	85147
393	84021
394	93582
395	90984
396	80978
397	90821
398	95112
399	85615
400	96159
401	94012
402	88855
403	95589
404	91525
405	97831
406	89827
407	99988
408	94426
409	123491
410	118071
411	132229
412	114257
413	164056
414	137634
415	158870
416	110323
417	111545
418	104042
419	138281
420	106227
421	110820
422	138673
423	175965
424	116555
425	113370
426	118544
427	121438
428	132096
429	117375
430	117114
431	123642
432	121190
433	126484
434	116324
435	132983
436	117642
437	121390
438	123955
439	136131
440	136622
441	179088
442	126144
443	147515
444	126207
445	140205
446	134578
447	139817
448	142381
449	143662
450	140652
451	216446
452	159091
453	174074
454	174631
455	167568
456	149829
457	161070
458	141680
459	177721
460	146245
461	167828
462	146121
463	163880
464	162540
465	167624
466	163016
467	166375
468	159860
469	177175
470	164737
471	229598
472	195095
473	252946
474	280531
475	185021
476	170248
477	193810
478	237114
479	272811
480	182510
481	251603
482	209698
483	293740
484	290323
485	204836
486	195678
487	206719
488	190126
489	312367
490	219099
491	216035
492	188014
493	203446
494	215666
495	313074
496	201814
497	218842
498	215083
499	236730
500	205959
501	236434
502	274153
503	280029
504	224226
505	289841
506	266768
507	417866
508	481632
509	704374
510	463168
511	445692
512	482400
513	342133
514	319175
515	553324
516	405217
517	524393
518	611520
519	989204
520	472464
521	1641161
522	1014092
523	831087
524	563072
525	610091
526	589280
527	701719
528	602625
529	685088
530	709876
531	748398
532	693515
533	812117
534	926333
535	904618
536	761023
537	874757
538	863153
539	1009616
540	829318
541	944783
542	1017340
543	1050788
544	1238820
545	1073888
546	1267785
547	979272
548	963647
549	1002724
550	994860
551	1081504
552	1007558
553	1260313
554	1068874
555	1167119
556	1016590
557	1340611
558	1081160
559	1228363
560	1350532
561	1191615
562	1085950
563	1177399
564	1128250
565	1754130
566	1111547
567	1672421
568	1190522
569	1312232
570	1767809
571	1328637
572	1250450
573	1199246
574	1182897
575	1883467
576	1227970
577	1299740
578	1206127
579	1288736
580	2047823
581	1257630
582	1293992
583	1307343
584	1309450
585	2109205
586	1448101
587	1585299
588	1636142
589	1847740
590	1861492
591	1756183
592	1514109
593	1888316
594	1797151
595	1846889
596	1921077
597	1715359
598	1667753
599	1702442
600	1697157
601	1939042
602	1792507
603	1685578
604	2323818
605	1775472
606	1906872
607	2108506
608	1700797
609	2313313
610	1920557
611	1836402
612	1674352
613	1788625
614	1885019
615	1993933
616	1962114
617	2208119
618	2262808
619	2509399
620	2545413
621	2207118
622	2023463
623	2278509
624	2245976
625	2274463
626	1974628
627	2048535
628	1946651
629	2510928
630	2416057
631	2282180
632	2124461
633	2120972
634	2216556
635	2467814
636	2236705
637	2181503
638	2372010
639	2348688
640	2512191
641	2379344
642	2179013
643	2202328
644	2322005
645	2618016
646	2347381
647	2547507
648	2383018
649	2783747
650	2548551
651	2163034
652	2321330
653	2636417
654	2955511
655	2610483
656	2395069
657	2752518
658	2722532
659	2742382
660	2757219
661	2876989
662	3106966
663	3008691
664	3450746
665	3158093
666	3235254
667	3562296
668	2852704
669	3025043
670	2879768
671	2791496
672	2378202
673	3210236
674	3222249
675	2699984
676	2563868
677	3082919
678	2884274
679	2585561
680	3291678
681	3658636
682	2759703
683	2890822
684	3112352
685	3120043
686	2848482
687	3556554
688	3236066
689	3328579
690	3479604
691	3924870
692	4209105
693	4046557
694	3807447
695	4263229
696	3324916
697	3526015
698	3594146
699	3764926
700	3531102
701	2531351
702	3519436
703	3639400
704	3788508
705	3798579
706	3972777
707	3950385
708	3927364
709	4066726
710	3784971
711	3779881
712	3499896
713	3489737
714	3744984
715	3916166
716	3307125
717	3801193
718	3967882
719	4016390
720	3494746
721	4110813
722	4038556
723	4264787
724	3116403
725	4132221
726	4242989
727	4338854
728	4639077
729	4576940
730	4580492
731	4267150
732	4019268
733	4351260
734	4642337
735	4618905
736	4351686
737	3783168
738	4051751
739	4688002
740	5781727
741	4851406
742	5107891
743	4814206
744	3929233
745	4268471
